"Defendant.Id","Republican.Judge","Severity.Of.Crime","Months.In.Jail","Recidivates"
2322,1,3,47.3,0
2323,1,2,25.9,1
2324,0,3,49.1,1
2325,1,2,0,0
2326,1,2,31.4,1
2327,0,3,0,1
2328,1,2,30.6,1
2329,1,1,0,0
2330,1,1,0.5,0
2331,1,3,37.2,0
2332,0,3,36.9,0
2333,1,2,34.8,1
2334,1,2,29.1,1
2335,1,2,26,0
2336,1,2,34.5,1
2337,1,2,0,0
2338,1,1,2.5,0
2339,1,3,44.5,1
2340,1,1,0,0
2341,1,2,20.8,1
2342,0,3,37.6,0
2343,0,2,12.8,0
2344,1,1,1.7,0
2345,1,3,0,0
2346,0,3,49.9,1
2347,0,1,4.1,0
2348,1,1,1.8,1
2349,0,1,5.7,1
2350,0,1,5.4,0
2351,1,2,35.9,1
2352,1,1,0,0
2353,1,3,52.8,1
2354,1,1,5.6,1
2355,1,1,0,0
2356,1,1,0.6,0
2357,1,1,0.2,0
2358,0,3,38.7,1
2359,1,3,36.3,1
2360,1,1,5.3,0
2361,0,3,44.7,0
2362,1,3,38.8,0
2363,1,2,31.6,1
2364,1,1,3.1,0
2365,0,3,55.5,0
2366,0,1,0,0
2367,0,3,0,1
2368,0,3,37.6,0
2369,0,1,0,1
2370,0,1,3.9,1
2371,1,3,53,1
2372,0,2,15.9,1
2373,1,2,34.2,1
2374,0,3,49.5,1
2375,1,1,0,0
2376,1,3,0,1
2377,0,2,8,0
2378,0,3,44.8,1
2379,1,2,13.5,0
2380,0,1,4.8,0
2381,1,2,26.2,1
2382,0,3,50.9,1
2383,1,3,58.5,1
2384,1,2,30.2,1
2385,0,3,0,0
2386,0,1,2.2,0
2387,0,3,51.5,0
2388,0,2,13.4,0
2389,1,2,0,0
2390,1,2,21.2,0
2391,0,2,15.4,0
2392,1,3,58.1,0
2393,0,1,5.5,0
2394,0,1,0,0
2395,1,2,15,0
2396,1,1,2.9,0
2397,0,1,0,0
2398,1,2,0,0
2399,0,3,59.7,0
2400,1,2,19.6,1
2401,0,2,16.9,1
2402,0,1,0,0
2403,0,2,0,0
2404,1,1,5.8,0
2405,0,1,2.5,0
2406,1,3,58.3,0
2407,0,3,54,0
2408,1,2,27.3,1
2409,1,1,5.2,1
2410,1,1,0,0
2411,1,3,39.1,0
2412,1,1,1.1,0
2413,0,3,43.1,0
2414,1,1,5.1,0
2415,0,3,42.7,1
2416,1,1,2.2,0
2417,0,1,1.7,1
2418,0,3,36.7,1
2419,1,2,14.1,0
2420,0,2,10.3,0
2421,0,2,15.7,0
2422,1,2,0,0
2423,0,2,0,0
2424,1,2,19.7,0
2425,0,1,0.2,0
2426,0,1,5.7,1
2427,0,3,57.1,1
2428,0,1,4.9,0
2429,1,2,26.3,1
2430,0,1,1.7,1
2431,0,2,16.2,1
2432,0,2,0,0
2433,1,2,23.5,1
2434,1,3,52.4,1
2435,0,2,0,0
2436,0,2,9.1,0
2437,0,3,45.7,0
2438,0,2,0,0
2439,1,2,26.4,1
2440,0,2,14,1
2441,1,1,3,0
2442,1,2,19,0
2443,0,1,5.9,1
2444,0,1,0,0
2445,1,1,4.8,0
2446,1,2,22,0
2447,1,2,23.9,0
2448,0,2,14.8,0
2449,1,2,12.6,1
2450,0,3,0,0
2451,0,2,16,0
2452,1,3,55.4,1
2453,1,3,38,1
2454,1,3,37,0
2455,0,3,0,0
2456,0,1,5.2,0
2457,1,3,54.3,0
2458,1,1,5.6,0
2459,0,3,49.8,1
2460,1,3,59.1,0
2461,1,1,4.2,0
2462,0,2,15.7,0
2463,1,1,0,0
2464,0,2,12.2,0
2465,1,1,0.5,0
2466,1,2,15.7,0
2467,1,3,43.7,1
2468,1,3,0,1
2469,1,1,1,0
2470,1,1,1.8,0
2471,1,2,27,1
2472,0,2,14.3,0
2473,1,2,0,0
2474,1,1,2.2,0
2475,0,3,45.1,0
2476,0,2,16.2,0
2477,1,2,18,0
2478,0,3,52.1,0
2479,1,3,0,0
2480,1,3,49.2,1
2481,0,1,6,0
2482,0,3,43.3,1
2483,1,3,54.5,1
2484,1,2,33.8,1
2485,1,3,36.5,1
2486,1,3,51.8,1
2487,1,3,59,0
2488,0,3,0,0
2489,0,3,46.5,0
2490,0,3,53.8,0
2491,0,1,2.9,0
2492,1,2,30.6,1
2493,1,3,52.2,0
2494,1,2,19.8,0
2495,1,1,0,0
2496,0,2,0,0
2497,0,3,44.5,1
2498,1,2,0,0
2499,1,1,2.3,1
2500,0,3,41,1
2501,1,2,30.4,1
2502,0,3,54.1,1
2503,0,2,12.1,0
2504,0,3,0,1
2505,0,2,14.6,1
2506,1,1,2.3,0
2507,0,2,15.3,0
2508,0,3,51.1,0
2509,1,3,39.4,1
2510,1,1,4.3,1
2511,0,2,11.1,0
2512,0,1,5.7,0
2513,0,3,57.4,1
2514,1,2,0,0
2515,0,1,0,0
2516,1,2,12.3,0
2517,0,3,54.2,0
2518,0,1,3.8,0
2519,1,2,34.4,1
2520,0,1,4,0
2521,0,3,44.3,0
2522,1,1,3,0
2523,1,2,27.1,1
2524,0,1,1.6,1
2525,1,1,0,0
2526,0,2,0,0
2527,1,1,0,0
2528,1,1,3.2,0
2529,1,2,20.9,1
2530,0,2,9.6,0
2531,0,3,44.4,1
2532,1,2,15.4,0
2533,0,1,2.7,0
2534,1,1,0.4,0
2535,0,1,5.4,0
2536,1,3,59.4,1
2537,0,3,38.9,0
2538,0,2,6,0
2539,1,2,20.7,0
2540,0,3,0,1
2541,0,3,51.7,0
2542,0,3,44.6,1
2543,1,2,18.5,1
2544,0,2,15.5,0
2545,1,3,41.6,1
2546,0,1,0.8,1
2547,1,1,5.7,0
2548,1,1,1.2,1
2549,0,3,50.6,0
2550,1,3,53.1,1
2551,1,2,0,0
2552,1,2,0,0
2553,0,3,39,1
2554,0,1,0,0
2555,1,3,0,0
2556,1,2,13.5,1
2557,1,1,5.7,0
2558,0,3,58.6,0
2559,1,2,26.3,1
2560,1,1,4.7,0
2561,1,3,46.6,1
2562,1,3,39.6,1
2563,1,1,0,0
2564,0,2,15.6,1
2565,0,2,0,0
2566,1,3,39.9,0
2567,0,1,0.9,0
2568,1,2,25.3,1
2569,1,1,0,0
2570,0,1,1.8,1
2571,1,3,42.3,1
2572,0,1,2.3,0
2573,0,2,17.8,1
2574,0,1,4.5,0
2575,1,2,20.2,0
2576,1,2,12.6,1
2577,0,3,45.8,1
2578,1,1,3,0
2579,1,3,0,1
2580,0,2,6.7,0
2581,1,2,26.1,1
2582,0,1,3,0
2583,0,1,1.3,0
2584,0,1,0,0
2585,0,3,59,1
2586,0,1,0.3,0
2587,1,3,46.7,1
2588,0,1,0,0
2589,0,3,41,0
2590,0,1,5.6,0
2591,0,2,10.6,0
2592,0,1,3.5,0
2593,1,3,36.5,0
2594,1,2,19.4,0
2595,0,1,5.4,1
2596,0,2,0,0
2597,0,1,1.4,0
2598,1,2,15.2,0
2599,0,3,45.6,1
2600,1,3,38.2,0
2601,0,1,0,0
2602,0,3,0,1
2603,0,3,52.5,0
2604,1,2,26.7,1
2605,1,2,0,0
2606,0,3,46.8,0
2607,1,3,51.6,0
2608,1,1,3.1,0
2609,0,3,0,1
2610,0,3,49.4,0
2611,0,1,0,0
2612,1,2,34.1,1
2613,1,2,21.2,1
2614,1,3,0,0
2615,0,3,52.5,1
2616,0,1,0.2,0
2617,1,2,0,0
2618,1,1,0.4,1
2619,0,3,53.6,0
2620,1,2,31.8,1
2621,0,1,5.8,0
2622,1,1,0.6,1
2623,0,1,5.8,0
2624,0,3,46.5,1
2625,0,3,39.5,0
2626,1,1,0,0
2627,1,2,33.2,1
2628,0,2,14.1,0
2629,0,1,3.8,0
2630,1,2,0,0
2631,0,2,13,1
2632,1,3,43.3,0
2633,0,1,2.2,0
2634,1,3,52.7,0
2635,0,1,4.2,0
2636,0,2,14.7,0
2637,0,1,3,0
2638,1,1,5.4,0
2639,0,2,10.2,0
2640,1,1,1.3,1
2641,1,3,0,1
2642,0,2,7.8,0
2643,1,3,40.9,1
2644,0,2,11.9,0
2645,1,1,0.2,0
2646,0,1,3.6,0
2647,0,1,1.7,0
2648,1,3,54.5,1
2649,0,2,6.2,0
2650,1,3,59,0
2651,1,2,18,0
2652,1,1,0,0
2653,0,3,48.4,1
2654,0,3,51.9,0
2655,1,1,2.9,1
2656,0,1,0,0
2657,1,2,21,1
2658,1,2,24.5,1
2659,1,1,4.1,0
2660,0,2,14.6,0
2661,0,3,42.6,0
2662,1,3,38.8,0
2663,1,2,13.5,0
2664,1,3,47.2,0
2665,1,3,0,0
2666,0,3,58.1,0
2667,0,1,3.6,0
2668,0,2,6.4,0
2669,1,3,0,0
2670,0,2,9.1,0
2671,1,3,0,1
2672,1,1,0,0
2673,0,3,55.8,1
2674,0,2,17.5,0
2675,0,2,0,0
2676,0,2,17.4,1
2677,0,3,53.4,1
2678,1,3,58,0
2679,1,2,30.7,1
2680,1,2,15.7,0
2681,1,1,4.8,0
2682,0,2,12.7,0
2683,1,1,4.6,0
2684,0,2,7.7,0
2685,0,3,48.7,1
2686,0,3,47.6,1
2687,1,3,48.3,1
2688,0,3,56.3,0
2689,0,3,40.8,0
2690,1,2,32.6,1
2691,1,2,22.9,0
2692,1,2,0,0
2693,1,1,2.1,0
2694,0,3,51.5,1
2695,0,2,8.3,0
2696,1,3,58.5,0
2697,1,2,31.8,1
2698,1,3,44,0
2699,0,3,0,1
2700,1,2,22.7,1
2701,0,2,7,0
2702,0,2,0,0
2703,0,1,0.2,1
2704,1,1,0.3,0
2705,0,1,4.7,1
2706,1,1,2.7,0
2707,0,1,1.9,0
2708,1,1,0,0
2709,0,3,39.5,1
2710,0,2,0,0
2711,1,3,0,1
2712,1,2,12.5,0
2713,1,1,0.7,0
2714,0,3,50.6,1
2715,1,3,0,0
2716,0,3,0,1
2717,0,3,48.4,1
2718,1,2,31.9,1
2719,1,3,0,0
2720,0,1,4.6,0
2721,0,1,0,1
2722,1,1,3.2,0
2723,1,1,2.9,1
2724,1,3,49.4,0
2725,1,2,17.7,0
2726,1,1,0.3,0
2727,1,3,55.2,1
2728,0,2,8.5,0
2729,1,2,0,0
2730,1,3,48.6,0
2731,0,3,46,1
2732,1,3,0,1
2733,0,2,0,0
2734,1,3,46.6,0
2735,1,3,44.4,0
2736,1,2,16.9,0
2737,1,1,4.7,0
2738,1,1,4,0
2739,1,3,53.5,1
2740,0,3,48.2,0
2741,1,1,3.2,0
2742,0,1,5.3,1
2743,0,2,0,0
2744,1,1,1.4,0
2745,1,1,1.6,0
2746,0,2,9.7,0
2747,1,3,51.4,1
2748,0,2,13.7,1
2749,1,2,0,0
2750,1,2,32.2,1
2751,0,3,0,1
2752,1,2,0,0
2753,1,1,0.1,0
2754,0,3,0,0
2755,1,1,4.8,0
2756,1,3,42.2,0
2757,1,3,49.6,0
2758,0,1,2.5,0
2759,1,1,0.6,0
2760,0,1,2.6,1
2761,1,3,42.3,0
2762,1,1,1.5,0
2763,1,1,4.2,0
2764,0,3,55,0
2765,1,3,38.4,0
2766,1,3,57.7,1
2767,0,1,5.7,1
2768,0,1,4,0
2769,1,3,52.7,1
2770,1,2,14.2,0
2771,1,2,12,1
2772,1,3,51.1,0
2773,1,1,5.2,0
2774,0,1,0,0
2775,0,3,40.2,0
2776,1,3,37.6,0
2777,0,3,54.8,0
2778,1,3,45.8,0
2779,1,3,0,0
2780,1,3,59,0
2781,0,2,16.1,1
2782,1,2,31.6,1
2783,1,2,14.2,0
2784,0,1,2.7,0
2785,0,3,52.8,0
2786,1,2,23.4,1
2787,0,1,0.8,0
2788,1,2,35.1,1
2789,1,1,3.9,0
2790,1,3,55.6,0
2791,0,1,2.1,0
2792,0,3,0,0
2793,0,2,7.4,0
2794,0,1,1.6,1
2795,1,3,0,1
2796,1,3,53,1
2797,0,3,54.7,1
2798,0,1,2.2,0
2799,1,3,58.2,1
2800,1,3,38.2,0
2801,1,2,0,0
2802,1,3,37.8,1
2803,1,1,3.3,0
2804,0,3,0,1
2805,0,2,0,0
2806,0,1,2.3,1
2807,0,2,0,0
2808,1,3,40.1,0
2809,1,1,0,0
2810,0,3,44.9,1
2811,1,2,12.3,1
2812,1,1,0.9,1
2813,1,1,3.3,0
2814,1,2,0,0
2815,1,2,32.7,1
2816,1,2,13.1,1
2817,1,1,1.1,0
2818,0,3,52.9,0
2819,1,1,4.4,0
2820,0,2,11.5,0
2821,0,2,16,1
2822,0,1,0,1
2823,1,1,5.1,0
2824,1,2,32.5,1
2825,1,1,0,0
2826,0,2,13.3,0
2827,1,2,0,0
2828,1,1,0,1
2829,1,1,0,0
2830,1,1,4.7,0
2831,1,3,0,1
2832,1,2,30.2,1
2833,1,2,0,0
2834,1,3,57.4,0
2835,0,3,59,0
2836,1,2,13.8,0
2837,0,1,0.7,0
2838,0,2,11,0
2839,0,2,9.4,0
2840,1,2,34.4,1
2841,0,2,13.2,0
2842,0,1,0.3,1
2843,1,2,26,1
2844,0,3,43.9,1
2845,1,3,0,0
2846,1,2,34.4,1
2847,0,2,0,0
2848,0,3,36.3,0
2849,1,1,2.2,0
2850,1,2,16.4,0
2851,1,1,3.3,0
2852,0,2,16.6,1
2853,0,3,38,1
2854,1,1,5.4,0
2855,1,2,35.3,1
2856,1,1,0,0
2857,1,1,3.6,0
2858,1,2,16.1,1
2859,1,2,0,0
2860,0,1,0,0
2861,1,3,52.5,1
2862,1,3,53.4,1
2863,1,2,13.7,1
2864,1,3,47.3,1
2865,0,2,0,0
2866,1,2,14.4,0
2867,1,1,0,1
2868,0,3,43.1,1
2869,1,2,13.9,0
2870,0,2,9.1,0
2871,1,1,1.4,0
2872,1,3,47.8,1
2873,1,1,5.8,0
2874,0,3,0,1
2875,1,1,0,0
2876,1,3,46,0
2877,1,1,1.5,0
2878,0,3,0,0
2879,0,1,4.3,0
2880,1,2,34.3,1
2881,0,2,17.4,0
2882,1,1,3.5,0
2883,0,3,49.4,1
2884,1,3,41.6,0
2885,1,1,1.6,0
2886,0,2,10.2,0
2887,0,3,39.2,0
2888,1,2,0,0
2889,0,2,8.8,0
2890,0,1,5.8,0
2891,1,2,16.5,1
2892,1,2,33.8,1
2893,0,2,15.2,0
2894,1,3,44,0
2895,1,2,27.7,1
2896,1,3,50.2,0
2897,1,3,0,1
2898,0,1,0,1
2899,0,3,52.5,1
2900,0,2,0,0
2901,0,1,0,1
2902,0,3,45.4,1
2903,1,3,57.4,1
2904,1,3,36.9,0
2905,1,1,5,0
2906,1,3,47.7,0
2907,0,2,11.8,1
2908,0,3,41.6,1
2909,0,1,3.3,0
2910,0,3,40.5,1
2911,1,2,0,0
2912,1,1,0,1
2913,1,1,0.3,0
2914,0,2,13.3,0
2915,1,3,45.2,0
2916,1,2,28.1,1
2917,0,1,2.8,0
2918,1,3,56.5,0
2919,1,2,23.5,1
2920,1,2,23.9,1
2921,1,1,2.7,0
2922,1,1,4.5,0
2923,1,2,0,0
2924,1,2,22.9,1
2925,1,1,5,1
2926,1,2,25.4,1
2927,1,2,20.4,1
2928,1,1,0.8,0
2929,0,3,0,1
2930,0,1,3.1,0
2931,0,3,48.1,0
2932,1,2,32.7,1
2933,0,3,40,0
2934,1,1,4.8,0
2935,1,1,1.5,0
2936,1,2,18.7,0
2937,0,2,0,0
2938,0,2,0,0
2939,0,2,6.7,0
2940,0,2,17.3,0
2941,1,3,55.6,1
2942,1,1,4.1,1
2943,0,3,40.6,1
2944,1,1,1.6,0
2945,0,1,0.6,0
2946,1,2,34.1,1
2947,0,1,2.7,1
2948,1,2,19.4,0
2949,1,3,0,1
2950,1,2,29.6,1
2951,1,3,49.4,1
2952,1,3,0,1
2953,1,1,1.7,0
2954,0,1,4,0
2955,0,2,0,0
2956,0,2,8.7,0
2957,0,1,0,0
2958,0,3,54.5,1
2959,0,3,40,0
2960,0,2,0,0
2961,1,1,1.1,0
2962,1,1,2.3,0
2963,0,1,1.3,0
2964,0,2,0,0
2965,0,3,36.6,0
2966,0,2,12.6,0
2967,0,1,5.4,0
2968,1,1,5.5,0
2969,1,2,15.5,0
2970,0,1,5.7,0
2971,1,1,2,0
2972,1,3,42.1,0
2973,0,3,40.1,1
2974,0,2,10.4,0
2975,1,2,24.9,0
2976,1,3,39,0
2977,1,3,38,1
2978,1,1,4.2,0
2979,1,3,55.6,0
2980,1,2,0,0
2981,1,2,34.6,1
2982,0,3,52.3,0
2983,1,1,4.4,1
2984,1,2,0,0
2985,1,2,0,0
2986,1,1,2.1,0
2987,0,3,36.9,0
2988,0,2,12.4,0
2989,1,1,1.1,0
2990,1,2,26.2,1
2991,0,1,1.3,0
2992,0,3,47.1,1
2993,0,3,36.9,0
2994,1,3,0,1
2995,1,3,44.3,0
2996,1,1,5,0
2997,1,3,47.2,0
2998,1,3,38.3,0
2999,0,2,8.5,0
3000,0,3,58.3,0
3001,0,3,0,1
3002,0,1,3.4,0
3003,0,1,0.1,0
3004,0,3,52,0
3005,0,1,3.6,0
3006,1,3,46.2,1
3007,1,1,6,0
3008,0,1,0,0
3009,0,2,16.7,0
3010,1,2,33.7,1
3011,1,1,0.5,0
3012,1,1,3.3,0
3013,1,3,60,1
3014,0,1,0.1,0
3015,0,3,36.6,0
3016,0,2,15.9,1
3017,0,2,0,0
3018,1,1,1,0
3019,0,3,38.8,1
3020,1,3,55.3,0
3021,1,2,18.3,0
3022,1,2,24.9,0
3023,1,2,29.6,1
3024,1,1,1.3,0
3025,0,2,15.4,0
3026,0,1,2.6,0
3027,0,2,7.1,0
3028,1,1,4.2,0
3029,1,2,15.5,0
3030,0,3,58.7,1
3031,1,1,1.6,0
3032,0,2,14.6,0
3033,0,3,44,1
3034,1,1,4.6,0
3035,0,2,14,1
3036,1,1,0,0
3037,0,2,8.1,0
3038,1,3,50.3,0
3039,0,3,45.5,1
3040,1,3,0,0
3041,1,1,0,0
3042,0,1,4.4,0
3043,1,3,56.5,1
3044,1,1,5.5,1
3045,1,3,49.3,1
3046,0,2,8.5,0
3047,1,1,3.7,0
3048,1,1,2.4,0
3049,1,2,28.4,1
3050,0,2,6.6,0
3051,0,3,52,1
3052,0,3,0,1
3053,1,1,1.2,1
3054,1,2,13,0
3055,1,2,24.2,1
3056,1,2,30.9,1
3057,1,1,4.1,0
3058,0,2,9.6,0
3059,1,2,0,0
3060,0,3,42.9,0
3061,1,1,0,0
3062,0,3,54.5,1
3063,1,3,59.4,0
3064,0,2,13.2,0
3065,0,1,3.6,0
3066,1,2,22.8,0
3067,1,1,1.5,0
3068,0,2,7.7,0
3069,0,1,1.2,0
3070,0,1,1.6,1
3071,0,1,0,0
3072,0,3,58.2,1
3073,1,2,34.2,1
3074,1,2,16.1,0
3075,1,3,0,0
3076,1,3,42.4,1
3077,1,3,40.9,1
3078,0,3,57.5,0
3079,0,2,16.6,1
3080,1,3,0,1
3081,1,3,58.3,0
3082,1,2,27.7,1
3083,1,3,0,0
3084,1,1,0,0
3085,0,2,6.2,0
3086,1,3,52.9,0
3087,1,3,37.7,0
3088,0,2,15.7,0
3089,0,1,5,0
3090,1,3,53.9,1
3091,1,2,16.8,1
3092,0,3,59,1
3093,0,1,1.5,1
3094,0,3,43.5,0
3095,1,2,15.4,0
3096,1,1,4.9,0
3097,1,2,29.9,1
3098,1,2,27.8,1
3099,0,2,8.3,0
3100,1,3,56.5,1
3101,0,1,1.7,0
3102,0,1,2.1,1
3103,0,3,39.3,1
3104,0,2,15,0
3105,0,2,10.8,1
3106,1,3,38.2,1
3107,1,1,2.9,0
3108,1,1,0,0
3109,1,3,0,1
3110,1,1,2.7,0
3111,0,2,8.2,0
3112,0,3,58,1
3113,1,3,0,1
3114,0,1,0.3,0
3115,1,2,0,0
3116,1,2,0,0
3117,0,1,1,0
3118,1,2,15.9,0
3119,1,3,48.4,1
3120,1,1,4.6,0
3121,0,1,3.6,0
3122,1,1,4.1,0
3123,1,2,0,0
3124,1,3,47.7,0
3125,0,2,6.8,0
3126,1,1,1.2,0
3127,0,3,46.8,0
3128,1,2,18.5,0
3129,1,2,0,0
3130,1,2,16.2,0
3131,1,1,0.5,0
3132,0,2,10.8,0
3133,0,2,11.4,0
3134,0,1,1.1,0
3135,0,1,0,0
3136,0,1,1.9,0
3137,0,1,5.7,1
3138,0,3,53.7,0
3139,1,1,3,1
3140,0,3,57.5,1
3141,0,1,5.4,0
3142,1,2,34.5,1
3143,1,2,16,0
3144,1,2,0,0
3145,1,1,0,0
3146,1,3,48,1
3147,0,3,49.2,1
3148,0,3,56.9,0
3149,1,3,47.8,1
3150,0,3,49.1,0
3151,1,1,4.2,0
3152,0,3,40.7,0
3153,0,3,0,0
3154,0,3,51.2,0
3155,0,2,15.8,1
3156,1,2,16.4,1
3157,0,3,45.2,1
3158,0,1,1.4,0
3159,1,1,1.8,0
3160,0,1,5.2,0
3161,1,3,46.2,1
3162,0,2,0,0
3163,0,1,4.6,0
3164,1,3,57.9,1
3165,0,2,10.7,0
3166,0,1,2.6,0
3167,0,2,17.4,0
3168,0,3,42.9,0
3169,1,3,57.4,1
3170,0,1,3.3,0
3171,0,1,0,0
3172,1,2,18.7,1
3173,0,1,5.3,0
3174,0,1,5.2,0
3175,0,2,0,0
3176,0,3,52.5,1
3177,1,2,0,0
3178,0,2,0,0
3179,1,2,14.5,0
3180,0,3,38.1,1
3181,1,2,27.2,1
3182,1,3,53.9,1
3183,0,2,11.5,0
3184,1,2,27.2,1
3185,1,1,5.9,0
3186,1,3,51.4,0
3187,0,3,40.8,0
3188,1,3,51.8,1
3189,0,2,11.4,0
3190,1,3,0,1
3191,1,2,16.9,0
3192,0,1,4.3,0
3193,1,3,48,1
3194,0,3,41.7,1
3195,1,1,5.9,0
3196,1,3,53.9,0
3197,0,1,4.3,0
3198,1,2,16.8,0
3199,1,1,0.1,0
3200,0,1,0.7,1
3201,1,2,21.4,0
3202,1,1,0,0
3203,1,3,36.6,0
3204,0,3,0,0
3205,0,3,48.8,0
3206,0,1,1.3,0
3207,1,2,32.7,1
3208,1,2,0,0
3209,1,1,3.2,0
3210,0,2,13.1,0
3211,0,1,2.7,0
3212,0,1,4.9,0
3213,0,2,17.8,1
3214,1,2,21.4,0
3215,0,3,37,0
3216,0,1,0.2,0
3217,1,3,44.8,0
3218,0,1,1.9,0
3219,0,3,45.7,0
3220,1,2,35.4,1
3221,1,1,5.4,0
3222,1,1,2.4,0
3223,1,1,0,0
3224,0,1,3.1,0
3225,1,3,55.8,0
3226,0,2,15.8,0
3227,0,3,0,1
3228,0,1,2.7,0
3229,0,3,42.6,1
3230,0,1,3.2,0
3231,1,1,3.3,0
3232,0,1,0.8,0
3233,0,3,53,0
3234,0,3,57.4,0
3235,0,1,1.1,0
3236,1,1,0,0
3237,1,1,0.9,0
3238,0,2,16,0
3239,1,3,55.6,1
3240,1,2,0,0
3241,0,1,1.9,1
3242,1,2,30.5,1
3243,1,3,0,0
3244,0,3,39.7,1
3245,1,3,37.8,0
3246,0,1,5.4,0
3247,1,2,0,0
3248,0,1,2,0
3249,0,2,9,0
3250,1,1,2,0
3251,0,1,2,1
3252,1,3,55.5,0
3253,1,3,48.8,1
3254,1,2,12.7,0
3255,0,1,3.9,0
3256,0,2,8.9,0
3257,1,3,38.6,0
3258,0,1,4.3,0
3259,0,2,13,0
3260,0,3,39.1,1
3261,0,2,13.5,0
3262,0,3,56.1,1
3263,1,2,32.6,1
3264,0,3,51.9,1
3265,0,2,8,0
3266,0,3,47.9,1
3267,1,3,45.2,0
3268,1,2,18,1
3269,0,3,42.9,0
3270,1,1,6,1
3271,0,2,17.1,0
3272,0,2,16.4,0
3273,0,3,46.4,0
3274,1,2,13.1,0
3275,0,2,12.9,0
3276,1,3,38.3,1
3277,0,1,0,0
3278,0,3,57.5,0
3279,1,2,12.4,0
3280,0,3,43.6,0
3281,0,1,5.3,0
3282,1,3,59.8,1
3283,0,3,48.3,1
3284,0,2,0,0
3285,0,1,0.6,0
3286,1,3,56.4,0
3287,0,1,3.3,0
3288,1,1,5.4,0
3289,1,3,43,0
3290,0,1,0,0
3291,0,3,46.2,1
3292,0,2,16.9,0
3293,1,2,0,0
3294,0,3,38,0
3295,1,1,2.5,0
3296,1,3,0,1
3297,1,2,29.3,1
3298,1,1,5.8,1
3299,0,3,56.8,1
3300,0,2,13.8,1
3301,1,3,50,1
3302,1,1,0.1,0
3303,0,1,0,0
3304,1,1,0,0
3305,1,1,0,0
3306,1,1,0,0
3307,1,2,31.7,1
3308,0,2,13.9,0
3309,1,1,2.2,0
3310,0,1,0,1
3311,1,1,0,0
3312,1,1,4.4,0
3313,1,2,13.1,0
3314,1,2,28.4,1
3315,0,2,12.3,0
3316,0,2,7.6,0
3317,1,2,27.6,1
3318,1,3,47.7,0
3319,0,1,2.5,0
3320,0,3,47.4,1
3321,1,3,49.5,0
3322,0,3,39.4,0
3323,1,2,33.9,1
3324,0,3,55.1,0
3325,0,3,47.7,0
3326,0,1,3.7,0
3327,0,2,12,0
3328,1,3,53.1,1
3329,1,1,0,0
3330,1,3,52.5,1
3331,0,3,37.1,1
3332,1,1,5.4,0
3333,1,3,0,1
3334,1,3,0,1
3335,0,3,43.5,1
3336,1,2,15.5,0
3337,0,1,0.8,0
3338,0,2,6.4,0
3339,1,1,1.9,0
3340,0,3,46.2,0
3341,1,2,29.5,1
3342,1,2,32.4,1
3343,0,1,3.5,0
3344,1,3,47.6,0
3345,0,1,2,0
3346,1,3,0,1
3347,1,2,26.4,1
3348,0,1,3.6,0
3349,0,2,13.6,1
3350,0,1,5.4,0
3351,0,2,10.8,0
3352,1,3,36.9,0
3353,0,1,1.4,0
3354,1,3,49.9,1
3355,0,3,44.6,0
3356,1,3,49.5,0
3357,1,1,2.7,0
3358,0,2,11.8,0
3359,0,3,45.6,1
3360,1,1,1.3,0
3361,0,2,0,0
3362,0,1,0,0
3363,0,3,49.8,1
3364,1,1,4.9,0
3365,1,2,17.6,0
3366,1,2,29,1
3367,1,2,0,0
3368,1,3,47.4,0
3369,0,2,8.4,0
3370,0,1,3.6,0
3371,0,2,9.8,0
3372,0,1,0.4,0
3373,1,2,19.2,1
3374,1,3,57.6,1
3375,1,1,2.8,0
3376,0,3,36.7,1
3377,1,1,0.9,0
3378,1,1,0,0
3379,1,3,43.3,0
3380,0,1,0.4,0
3381,1,2,25.1,1
3382,1,2,17,0
3383,0,2,10.4,0
3384,1,2,12.8,0
3385,1,2,16,1
3386,1,2,23.8,1
3387,1,2,13.7,0
3388,1,3,40.8,1
3389,1,2,14.6,1
3390,1,2,0,0
3391,0,3,36.7,0
3392,1,3,46.1,0
3393,0,1,4.2,0
3394,1,2,27.6,1
3395,1,2,28.8,1
3396,0,1,1.8,0
3397,0,2,16.3,1
3398,1,1,1.1,0
3399,1,1,0.3,0
3400,1,2,25,1
3401,1,2,34.5,1
3402,1,2,23,1
3403,0,2,15.5,0
3404,0,3,57.5,0
3405,1,1,0,0
3406,1,1,0,0
3407,1,3,58.5,0
3408,1,3,54.7,0
3409,1,3,54.9,0
3410,0,2,7,0
3411,1,1,4.6,0
3412,1,1,0,0
3413,0,2,7.4,0
3414,1,1,0,0
3415,0,3,54.3,1
3416,1,1,0,1
3417,1,2,17.4,0
3418,1,2,13.7,0
3419,1,3,46.2,0
3420,0,1,2.3,0
3421,0,1,4.3,0
3422,1,3,55.8,0
3423,1,1,3.9,0
3424,1,2,0,0
3425,0,1,0.9,0
3426,1,3,55.1,1
3427,1,1,1.8,0
3428,1,1,0,0
3429,0,1,0,0
3430,0,2,8,0
3431,0,2,11.2,0
3432,0,2,17,1
3433,1,1,5.2,0
3434,0,3,40.7,1
3435,1,1,2.6,0
3436,1,1,0,0
3437,0,2,0,0
3438,0,2,11.4,0
3439,0,3,0,1
3440,1,3,44,1
3441,0,2,13.2,0
